Venue,Address,Suburb,Date,Time,Alert,Lon,Lat,HealthAdviceHTML,Last updated date
Bake Bar Rose Bay ,554 Old South Head Road,Rose Bay,Saturday 26 June 2021,1:15pm to 1:25pm,Get tested immediately. Self-isolate until you get a negative result.,151.274716181637,-33.872191531633,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Tuesday 29 June 2021
Chargril Charlies Rose Bay,2/779 New South Head Road,Rose Bay,Sunday 27 June 2021,10:50am to 11:05am,Get tested immediately. Self-isolate until you get a negative result.,151.268900182783,-33.8702407092364,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Wednesday 30 June 2021
Chemist Warehouse,Dover Road,Rose Bay,Saturday 26 June 2021,11.20am to 11.45am,Get tested immediately. Self-isolate until you get a negative result.,151.270128739719,-33.8704476806557,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Wednesday 30 June 2021
Coles Rose Bay ,694 Old South Head Road,Rose Bay,Friday 25 June 2021,7am to 7:30am,Get tested immediately. Self-isolate until you get a negative result.,151.278615498811,-33.8655405099419,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Tuesday 29 June 2021
Coles Rose Bay ,694 Old South Head Road,Rose Bay,Saturday 26 June 2021,3:25pm to 3:35pm,Get tested immediately. Self-isolate until you get a negative result.,151.278615498811,-33.8655405099419,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Tuesday 29 June 2021
Dominos Pizza Rose Bay,512 Old South Head Road,Rose Bay,Saturday 26 June 2021,1:25pm to 1:40pm,Get tested immediately. Self-isolate until you get a negative result.,151.273081538607,-33.873704047999,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Tuesday 29 June 2021
Pita Mix,502 Old South Head Road,Rose Bay,Monday 21 June 2021,1:55pm to 2:10pm,Get tested immediately. Self-isolate until you get a negative result.,151.272902384853,-33.8740588698378,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
Poke mix,554 Old South Head Road,Rose Bay,Monday 21 June 2021,4:15pm to 4:25pm,Get tested immediately. Self-isolate until you get a negative result.,151.274109758529,-33.8722498848605,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
TerryWhite Chemmart - Rouse Hill Town Centre,10-14 Market Lane,Rouse Hill,Monday 21 June 2021,11:05am to 11:15am,Get tested immediately. Self-isolate until you get a negative result.,150.926770213987,-33.6899097370215,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 24 June 2021
Coles Top Ryde Shopping Centre,Corner Devlin Street and Blaxland Road,Ryde,Tuesday 22 June 2021,5:10pm to 5:25pm,Get tested immediately. Self-isolate until you get a negative result.,151.106588755792,-33.8118919954057,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 25 June 2021
Woolworths Top Ryde Shopping Centre,Corner Devlin Street and Blaxland Road,Ryde,Tuesday 22 June 2021,5pm to 5:15pm,Get tested immediately. Self-isolate until you get a negative result.,151.106783511616,-33.8124462826888,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 25 June 2021
Baby Bunting,"Shop 18, Shellharbour Park, 5 Range Road",Shellharbour,Friday 18 June 2021,3:45pm to 5:15pm,Get tested immediately. Self-isolate until you get a negative result.,150.830179800546,-34.5647811660969,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. Staff will be contacted directly by NSW Health.",Monday 21 June 2021
"TRS St Peters, Refrigerated Truck Repairs and Rental",5 Burrows Road,St Peters,Tuesday 22 June 2021,10am to 10:10am,Get tested immediately. Self-isolate until you get a negative result.,151.178464700304,-33.9187311675227,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
Pro-Axel Enfield,84/108 Madeline Street,Strathfield South,Tuesday 22 June 2021,11am to 11:15am,Get tested immediately. Self-isolate until you get a negative result.,151.078982500301,-33.8982915718132,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
338 Pitt Street (lobby and lifts) ,338 Pitt Street,Sydney,Monday 21 June 2021,8:30am to 5:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.208063799687,-33.8764059564806,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Wednesday 23 June 2021
ANZ Branch (York and Market) Sydney,Corner of York and Market Street,Sydney,Wednesday 16 June 2021,8:30am to 4:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.206154125766,-33.8709032779224,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Monday 21 June 2021
Bakers Delight Shop front near Wynyard station ,"Metcentre, Shop T14, 273 George Street",Sydney,Wednesday 16 June 2021,12:20pm to 12:40pm,Get tested immediately. Self-isolate until you get a negative result.,151.20658928778,-33.8649382302241,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 19 June 2021
Coles Wynyard,Corner of Wynyard Street and Carrington Street,Sydney,Thursday 17 June 2021,4:20pm to 4:50pm,Get tested immediately. Self-isolate until you get a negative result.,151.206197409525,-33.8654993355005,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Sunday 20 June 2021
MLC Food Court,25 Martin Place,Sydney,Thursday 17 June 2021,9:50am to 10:20am,Get tested immediately. Self-isolate until you get a negative result.,151.209238753182,-33.868248793449,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Sunday 20 June 2021
Paloma Espresso Cafe,Shop 1 Ground floor 10 Shelley Street,Sydney,Monday 21 June 2021,1:50pm to 2:10pm,Get tested immediately. Self-isolate until you get a negative result.,151.202838549586,-33.865780383975,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
Square Sandwiches,Shop 24/264 George Street,Sydney,Wednesday 16 June 2021,2:45pm to 3:15pm,Get tested immediately. Self-isolate until you get a negative result.,151.207836770974,-33.8650022614976,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 19 June 2021
Woolworths Metro Pitt St Mall,400 George Street,Sydney,Wednesday 16 June 2021,12:20pm to 12:40pm,Get tested immediately. Self-isolate until you get a negative result.,151.207117828941,-33.8690252694341,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 19 June 2021
Woolworths Town Hall,"Station entry level and ground floor, Corner Park Street and George Street",Sydney,Thursday 24 June 2021,3:45pm to 4:15pm,Get tested immediately. Self-isolate until you get a negative result.,151.207031569844,-33.8730183550325,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
Woolworths Town Hall,"Station entry level and ground floor, Corner Park Street and George Street",Sydney,Wednesday 23 June 2021,3:45pm to 4:15pm,Get tested immediately. Self-isolate until you get a negative result.,151.207031569844,-33.8730183550325,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
Decathlon Tempe,634-725 Princes Highway,Tempe,Wednesday 16 June 2021,11:40am to 12:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.167034966174,-33.9217367001677,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 19 June 2021
IKEA Tempe,634-726 Princes Highway,Tempe,Wednesday 16 June 2021,10:15am to 12pm,Get tested immediately. Self-isolate until you get a negative result.,151.165586578846,-33.9223153978893,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 19 June 2021
Tempe Tyres,868 Princes Highway,Tempe,Tuesday 22 June 2021,10am to 10:10am,Get tested immediately. Self-isolate until you get a negative result.,151.160505242788,-33.9253274689555,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
Tempe Tyres,868 Princes Highway,Tempe,Tuesday 22 June 2021,11:30am to 12pm,Get tested immediately. Self-isolate until you get a negative result.,151.160505242788,-33.9253274689555,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
Sushi Dining Den,97 New South Head Road,Vaucluse,Monday 21 June 2021,2:45pm to 2:55pm,Get tested immediately. Self-isolate until you get a negative result.,151.278536900095,-33.8592839613177,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 26 June 2021
Wings Dragon,24 Old South Head Road,Vaucluse,Monday 21 June 2021,3:30pm to 3:40pm,Get tested immediately. Self-isolate until you get a negative result.,151.278348240453,-33.8642008223563,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 24 June 2021
Coles East Village Shopping Centre,O'Dea Avenue,Zetland,Monday 14 June 2021,12:05pm to 12:10pm,Get tested immediately. Self-isolate until you get a negative result.,151.212788526229,-33.904986623828,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 18 June 2021
Coles East Village Shopping Centre,O'Dea Avenue,Zetland,Monday 21 June 2021,6:10pm to 6:35pm,Get tested immediately. Self-isolate until you get a negative result.,151.212788526229,-33.904986623828,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 25 June 2021
Coles East Village Shopping Centre,O'Dea Avenue,Zetland,Wednesday 23 June 2021,5:15pm to 5:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.212788526229,-33.904986623828,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 25 June 2021
"Coles Zetland, Shopping centre",O'Dea Avenue,Zetland,Thursday 24 June 2021,7:20pm to 7.40pm,Get tested immediately. Self-isolate until you get a negative result.,151.212745610884,-33.905017789731,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Wednesday 30 June 2021
East Village Shopping Centre,4 Defries Avenue,Zetland,Monday 21 June 2021,6.30pm to 7.30pm,Get tested immediately. Self-isolate until you get a negative result.,151.212714169313,-33.9056283537992,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Wednesday 30 June 2021
East Village Shopping Centre,4 Defries Avenue,Zetland,Thursday 24 June 2021,6.10pm  to 7.40pm,Get tested immediately. Self-isolate until you get a negative result.,151.212714169313,-33.9056283537992,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Wednesday 30 June 2021
Oliver Brown East Village ,"Ground floor, 4 Defries Avenue",Zetland,Wednesday 23 June 2021,5:15pm to 5:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.212601858815,-33.9049524605317,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 25 June 2021
Office building at 2-4 Holden Street (all floors),2-4 Holden Street,Ashfield,Friday 18 June 2021,6:10pm to 6:50pm,Monitor for symptoms,151.126508696503,-33.8901089465682,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Monday 21 June 2021
"Auburn Central – all other areas apart from Woolworths, Sunshine Fruit, Auburn Chickens and Auburn Central Pharmacy",Corner of Queen Street and Harrow Road,Auburn,Monday 28 June 2021,10.00am to 11.30am,Monitor for symptoms,151.031785653211,-33.8505596602115,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Wednesday 30 June 2021
Bondi Pharmacy,81 Hall Street,Bondi Beach,Friday 18 June 2021,1:45pm to 2:45pm,Monitor for symptoms,151.271620524228,-33.889211731175,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Saturday 26 June 2021
Kitchen by Culture,2 Cross Street,Double Bay,Tuesday 22 June 2021,7:55am to 8:05am,Monitor for symptoms,151.243889696277,-33.8766534933627,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Friday 25 June 2021
First Choice Liquor,48-58 Maroubra Road,Maroubra,Saturday 26 June 2021,All day,Monitor for symptoms,151.23251062696,-33.9403466654914,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Monday 28 June 2021
Mascot Central Shopping Precinct,Etherden Walk,Mascot,Friday 18 June 2021,All day,Monitor for symptoms,151.18565928119,-33.9227641965624,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Tuesday 22 June 2021
Mascot Central Shopping Precinct,Etherden Walk,Mascot,Monday 21 June 2021,All day,Monitor for symptoms,151.18565928119,-33.9227641965624,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Tuesday 22 June 2021
Mascot Central Shopping Precinct,Etherden Walk,Mascot,Saturday 19 June 2021,All day,Monitor for symptoms,151.18565928119,-33.9227641965624,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Tuesday 22 June 2021
Mascot Central Shopping Precinct,Etherden Walk,Mascot,Sunday 20 June 2021,All day,Monitor for symptoms,151.18565928119,-33.9227641965624,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Tuesday 22 June 2021
