Date,Place,Suburb,Arrival time,Departure time,Type
Saturday 24 July 2021,Hero Sushi – Pacific Fair Shopping Centre 2/32 Hooker Blvd,Broadbeach Waters,2.25pm,2.45pm,Close contacts
Saturday 24 July 2021,Pacific Fair Shopping Centre - Male Toilets – Ground Floor adjacent to Fresh Food Precinct.2/32 Hooker Blvd,Broadbeach Waters,2.30pm,2.45pm,Close contacts
Monday 12 July 2021,Kmart Westfield Helensvale (beauty section) 1-29 Millaroo Drive,Helensvale,5pm,5.30pm,Casual contacts
Tuesday 13 July 2021,Helensvale Department of Transport & Main Roads Customer Service CentreSir John Overall Drive,Helensvale,4pm,4.35pm,Casual contacts
Tuesday 20 July 2021,Sandgate Bakehouse 1 Bowser Parade,Sandgate,10am,11am,Casual contacts
Thursday 22 July 2021,Sandgate Bakehouse 1 Bowser Parade,Sandgate,10am,11am,Casual contacts
Friday 23 July 2021,Black Swan Coffee - Shop B 8 Q Super CentreCnr Markeri and Bermuda Streets,Mermaid Waters,1.10pm,1.35pm,Casual contacts
Friday 23 July 2021,Woolworths - Banyo Retail Centre 279 Tufnell Road,Banyo,1.15pm,2.15pm,Casual contacts
Saturday 24 July 2021,Pacific Fresh Fruit market – Pacific Fair Shopping Centre 2/32 Hooker Blvd,Broadbeach Waters,2.35pm,3pm,Casual contacts
Saturday 24 July 2021,Hope Energy Service Station 241 Brisbane Road,Biggera Waters,4pm,4.25pm,Casual contacts
Monday 19 July 2021,Sporty’s Warehouse 32 Strathaird Road,Bundall,1pm,1.45pm,Low risk contacts
Saturday 24 July 2021,Westfield Helensvale Shopping Centre 1-29 Millaroo Drive,Helensvale,9am,10.45am,Low risk contacts
Saturday 24 July 2021,Pacific Fair Shopping Centre 2/32 Hooker Blvd,Broadbeach Waters,2pm,3pm,Low risk contacts
Friday 23 July 2021,Black Swan Coffee - Shop B 8 Q Super CentreCnr Markeri and Bermuda Streets,Mermaid Waters,1.40pm,2pm,Casual contacts
Friday 23 July 2021,Q Super Shopping CentreCnr Markeri and Bermuda Streets,Mermaid Waters,11.45am,12pm,Low risk contacts
Saturday 17 July 2021,"Harbour Town – Yum Cha CuisineShop B 10A, Harbour Town Shopping Centre",Biggera Waters,12.25pm,1.45pm,Close contacts
Saturday 17 July 2021,iPlay – Harbour TownUnit B 2/147 Brisbane Road,Biggera Waters,1.50pm,2.45pm,Close contacts
Tuesday 20 July 2021,Brisbane City Backpackers HQ 380 Upper Roma St,Brisbane City,2.20pm,11.59pm,Close contacts
Tuesday 20 July 2021,Joe’s Place Backpackers 390 Upper Roma St,Brisbane City,2.20pm,11.59pm,Close contacts
Wednesday 21 July 2021,Brisbane City Backpackers HQ 380 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Wednesday 21 July 2021,Joe’s Place Backpackers 390 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Thursday 22 July 2021,Brisbane City Backpackers HQ 380 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Thursday 22 July 2021,Joe’s Place Backpackers 390 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Friday 23 July 2021,Brisbane City Backpackers HQ 380 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Friday 23 July 2021,Joe’s Place Backpackers 390 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Friday 23 July 2021,"Q Super Centre Chempro ChemistQ Super Centre, Cnr, Markeri & Bermuda Streets",Mermaid Waters,1.40pm,2pm,Close contacts
Saturday 24 July 2021,Brisbane City Backpackers HQ 380 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Saturday 24 July 2021,Joe’s Place Backpackers 390 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Sunday 25 July 2021,Brisbane City Backpackers HQ 380 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Sunday 25 July 2021,Joe’s Place Backpackers 390 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Monday 26 July 2021,Brisbane City Backpackers HQ 380 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Monday 26 July 2021,Joe’s Place Backpackers 390 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Tuesday 27 July 2021,Brisbane City Backpackers HQ 380 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Tuesday 27 July 2021,Joe’s Place Backpackers 390 Upper Roma St,Brisbane City,12am,11.59pm,Close contacts
Wednesday 28 July 2021,Brisbane City Backpackers HQ 380 Upper Roma St,Brisbane City,12am,1am,Close contacts
Wednesday 28 July 2021,Joe’s Place Backpackers 390 Upper Roma St,Brisbane City,12am,1am,Close contacts
Saturday 17 July 2021,Harbour Town Shopping CentreBrisbane Road,Biggera Waters,12.20pm,3pm,Low risk contacts
Tuesday 20 July 2021,Brisbane Domestic AirportAirport Drive,Brisbane Airport,12.55pm,2pm,Low risk contacts
Friday 23 July 2021,"Q Super Shopping CentreCnr Markeri & Bermuda Sts, Mermaid Waters",Mermaid Waters,11.45am,2pm,Low risk contacts
Monday 26 July 2021,Emergency Department waiting area - Royal Brisbane and Women’s HospitalButterfield Street,Herston,9.45pm,10.03pm,Low risk contacts
Monday 26 July 2021,Northern Ring Road Taxi rank (outside emergency department) - Royal Brisbane and Women’s HospitalButterfield Street,Herston,10.23pm,10.58pm,Low risk contacts
Tuesday 20 July 2021,Coffee Club Cafe - Brisbane Domestic Airport (outside Qantas Domestic terminal).Airport Drive,Brisbane Airport,1.25pm,1.45pm,Casual contacts
Friday 23 July 2021,"Q Super Centre Chempro ChemistQ Super Centre, Cnr, Markeri & Bermuda Streets",Mermaid Waters,1.40pm,2pm,Casual contacts
Friday 23 July 2021,"Goldsteins BakeryQ Super Centre, Cnr Markeri and Bermuda Streets",Mermaid Waters,1.45pm,2.05pm,Casual contacts
Friday 23 July 2021,David Jones – Westfield ChermsideGympie Rd,Chermside,11.06am,11.13am,Casual contacts
